,loss,test_accuracy,density,epoch
0,1.612101635435963,0.53911227,1.0,1
1,1.2449862105614693,0.6235072,1.0,2
2,1.0847282303721093,0.6677946,1.0,3
3,0.9692363956242876,0.70342356,1.0,4
4,0.9007271965370154,0.698746,1.0,5
5,0.8493049642466524,0.7365645,1.0,6
6,0.7972949753560679,0.75587183,1.0,7
7,0.7573187021190858,0.758957,1.0,8
8,0.7164959602648645,0.7600518,1.0,9
9,0.6877414114639887,0.77428347,1.0,10
10,0.6618328825058535,0.78045386,1.0,11
11,0.6335778509640633,0.77736866,1.0,12
12,0.6090796594424626,0.7923965,1.0,13
13,0.5925890189378767,0.78901273,1.0,14
14,0.5724539215797964,0.7986664,1.0,15
15,0.5505606217686173,0.8092158,1.0,16
16,0.535783013914857,0.8025478,1.0,17
17,0.5206976615635636,0.80294585,1.0,18
18,0.5032517745366791,0.8020502,1.0,19
19,0.49832937468195815,0.7955812,1.0,20
20,0.4808802525786793,0.8108081,1.0,21
21,0.4752959690206801,0.8090167,1.0,22
22,0.45904573579044905,0.810012,1.0,23
23,0.4617712382808366,0.8094148,1.0,24
24,0.45035434914443195,0.81896895,1.0,25
25,0.4411326263795423,0.8106091,1.0,26
26,0.42862637099021533,0.8108081,1.0,27
27,0.41156705956706,0.81050956,1.0,28
28,0.41998240826151256,0.8077229,1.0,29
29,0.408883385122051,0.8294188,1.0,30
30,0.39584481253114806,0.8192675,1.0,31
31,0.39055139381829124,0.8225518,1.0,32
32,0.37863253352358517,0.82225317,1.0,33
33,0.3839480557938671,0.81608284,1.0,34
34,0.37363318338647217,0.82026273,1.0,35
35,0.3680191001928676,0.8244427,1.0,36
36,0.3625800583483008,0.8198647,1.0,37
37,0.35921006974623637,0.8155852,1.0,38
38,0.34739261076730843,0.82016325,1.0,39
39,0.34004745730544295,0.82165605,1.0,40
40,0.34198743678496013,0.81916803,1.0,41
41,0.34179790903006674,0.8241441,1.0,42
42,0.33503463398427,0.82593554,1.0,43
43,0.3211172064266089,0.82036227,1.0,44
44,0.32398301148620406,0.8115048,1.0,45
45,0.31409777320749926,0.81936705,1.0,46
46,0.314371275808424,0.82125795,1.0,47
47,0.3128297564375888,0.82732886,1.0,48
48,0.30863501280165084,0.82155657,1.0,49
49,0.30576828793834543,0.82026273,1.0,50
50,0.3041365240769618,0.82703024,1.0,51
51,0.30272446036376915,0.8218551,1.0,52
52,0.2904871584242567,0.8188694,1.0,53
53,0.2901649987491805,0.816879,1.0,54
54,0.2858283345818596,0.82165605,1.0,55
55,0.2842967060354093,0.81299764,1.0,56
56,0.2818848760917668,0.8180733,1.0,57
57,0.28081546031186344,0.8210589,1.0,58
58,0.27924338910166563,0.81488854,1.0,59
59,0.2708402675483614,0.8264331,1.0,60
60,0.2699430146399895,0.8200637,1.0,61
61,0.26650227507209534,0.8208599,1.0,62
62,0.2647726037694365,0.82016325,1.0,63
63,0.26073721576663084,0.8248408,1.0,64
64,0.25649441770084985,0.825637,1.0,65
65,0.2587737238220394,0.82225317,1.0,66
66,0.25732743140319575,0.8169785,1.0,67
67,0.2505507923119589,0.81707805,1.0,68
68,0.24602101919481822,0.8155852,1.0,69
69,0.24465983036591116,0.82782644,1.0,70
70,0.243017968409659,0.81259954,1.0,71
71,0.24229879074198815,0.8194666,1.0,72
72,0.23297112118309873,0.81339574,1.0,73
73,0.23676999378949404,0.81170386,1.0,74
74,0.2364866574440161,0.81608284,1.0,75
75,0.22642690421598952,0.8180733,1.0,76
76,0.2316253465431197,0.81319666,1.0,77
77,0.23009158493450765,0.81339574,1.0,78
78,0.2253370716658128,0.8098129,1.0,79
79,0.23353734847796542,0.8130971,1.0,80
80,0.22271349391116357,0.8198647,1.0,81
81,0.22447387810291536,0.8181728,1.0,82
82,0.2192730346022893,0.81936705,1.0,83
83,0.22077252486449145,0.8161823,1.0,84
84,0.21340098737946253,0.8177747,1.0,85
85,0.2115101200264052,0.8126991,1.0,86
86,0.21037136099975356,0.80822057,1.0,87
87,0.21127376347646842,0.81041,1.0,88
88,0.2084581274967974,0.8130971,1.0,89
89,0.20688991529195358,0.80722535,1.0,90
90,0.2104019173432875,0.8120024,1.0,91
91,0.2042932732654807,0.81259954,1.0,92
92,0.20427997540825468,0.8030454,1.0,93
93,0.20177126813041585,0.8137938,1.0,94
94,0.19809836594630842,0.8192675,1.0,95
95,0.1961409720280172,0.8077229,1.0,96
96,0.1984588281582574,0.8107086,1.0,97
97,0.19352559555712565,0.81896895,1.0,98
98,0.19870053461807616,0.808121,1.0,99
99,0.19495145635455466,0.8186704,1.0,100
