,loss,test_accuracy,density,epoch
0,1.7710065390447827,0.46626195,1.0,1
1,1.468750258617084,0.5398089,1.0,2
2,1.343084656673929,0.57424366,1.0,3
3,1.262911542373545,0.6032046,1.0,4
4,1.211964249229797,0.62032247,1.0,5
5,1.1803405896934402,0.6320661,1.0,6
6,1.134777590670549,0.6236067,1.0,7
7,1.1165573707474468,0.6441083,1.0,8
8,1.101630170860559,0.667496,1.0,9
9,1.0718635992930674,0.67107886,1.0,10
10,1.0552677369636039,0.6799363,1.0,11
11,1.042449820681911,0.67685115,1.0,12
12,1.037784105447857,0.68779856,1.0,13
13,1.0199857280229974,0.67107886,1.0,14
14,1.0096435591845256,0.6840167,1.0,15
15,1.0124339969719158,0.68630576,1.0,16
16,0.9966649076975215,0.6968551,1.0,17
17,0.9910155893744105,0.70033836,1.0,18
18,0.9850147066213896,0.6971537,1.0,19
19,0.9714404500049093,0.7111863,1.0,20
20,0.9692770638276854,0.7004379,1.0,21
21,0.9662210128039045,0.69257563,1.0,22
22,0.9629207354067536,0.7044188,1.0,23
23,0.9525383774886655,0.70511544,1.0,24
24,0.9488793061974713,0.69436705,1.0,25
25,0.9408789870836546,0.71666,1.0,26
26,0.944351360925933,0.7230295,1.0,27
27,0.9376776033960035,0.70282644,1.0,28
28,0.9380549428712986,0.7177548,1.0,29
29,0.9258760051501681,0.714371,1.0,30
30,0.9293295773475067,0.7173567,1.0,31
31,0.9298024021298684,0.70421976,1.0,32
32,0.9288667823042711,0.7017317,1.0,33
33,0.9172288191974011,0.7110868,1.0,34
34,0.9218926818474479,0.7146696,1.0,35
35,0.9126014904597836,0.72153664,1.0,36
36,0.9173102412382355,0.71596336,1.0,37
37,0.9218481969650444,0.72213376,1.0,38
38,0.9186235604536198,0.71457005,1.0,39
39,0.9091081479397576,0.7071059,1.0,40
40,0.9107473154202141,0.73586786,1.0,41
41,0.9104696957732711,0.7298965,1.0,42
42,0.9082736568072872,0.70690686,1.0,43
43,0.9045248217976002,0.72929937,1.0,44
44,0.8992939337211496,0.72382563,1.0,45
45,0.8914537239257637,0.7298965,1.0,46
46,0.9167833993654422,0.6998408,1.0,47
47,0.9123762516719301,0.71486866,1.0,48
48,0.9001736361962145,0.71845144,1.0,49
49,0.8993990527242041,0.71098727,1.0,50
50,0.9072538131795576,0.71884954,1.0,51
51,0.9015788078841651,0.7106887,1.0,52
52,0.8975226121104282,0.7391521,1.0,53
53,0.9019881839413777,0.74203825,1.0,54
54,0.9059432452292089,0.72521895,1.0,55
55,0.9029154852604317,0.7213376,1.0,56
56,0.8996011178054468,0.7338774,1.0,57
57,0.8934498598889622,0.72501993,1.0,58
58,0.9061748869050189,0.72890127,1.0,59
59,0.9006834521394251,0.71765524,1.0,60
60,0.8911923224968679,0.7255175,1.0,61
61,0.8951616015123285,0.7249204,1.0,62
62,0.9044461220960178,0.71496814,1.0,63
63,0.8935947436505877,0.7328822,1.0,64
64,0.9031067536310162,0.732086,1.0,65
65,0.9029822172716145,0.7236266,1.0,66
66,0.9072919934225814,0.7209395,1.0,67
67,0.9026283215150199,0.73158836,1.0,68
68,0.8976099146220385,0.72521895,1.0,69
69,0.8986330528164763,0.7356688,1.0,70
70,0.9028791371361374,0.71536624,1.0,71
71,0.8979205951818725,0.7282046,1.0,72
72,0.9154877606636423,0.71387345,1.0,73
73,0.9100858278362952,0.72501993,1.0,74
74,0.8933877233425369,0.7293989,1.0,75
75,0.9089807646963602,0.7326831,1.0,76
76,0.901218868696781,0.7333798,1.0,77
77,0.903783910033648,0.69804937,1.0,78
78,0.9169697145671796,0.7333798,1.0,79
79,0.9072350230058441,0.72780657,1.0,80
80,0.9019778787022661,0.72611463,1.0,81
81,0.9146978124938048,0.7183519,1.0,82
82,0.9139263446983474,0.7182524,1.0,83
83,0.9229395894138405,0.70322454,1.0,84
84,0.9119508022923604,0.72521895,1.0,85
85,0.9074853380470325,0.72382563,1.0,86
86,0.9243581597609898,0.71865046,1.0,87
87,0.9250274634422244,0.7267118,1.0,88
88,0.9063678251203063,0.71924764,1.0,89
89,0.9181487552650139,0.7239252,1.0,90
90,0.9317730655298209,0.7255175,1.0,91
91,0.950792484271252,0.7333798,1.0,92
92,0.9081870363953778,0.7226314,1.0,93
93,0.9262550102018029,0.7016322,1.0,94
94,0.9336826152661267,0.72064096,1.0,95
95,0.9200626516814732,0.7247214,1.0,96
96,0.9293581588417673,0.7228304,1.0,97
97,0.9406116540398439,0.7236266,1.0,98
98,0.9253174055110464,0.71845144,1.0,99
99,0.9216696858939613,0.7074045,1.0,100
100,0.9481779037381682,0.7110868,1.0,101
101,0.926180334614061,0.7181529,1.0,102
102,0.9322247355795272,0.6914809,1.0,103
103,0.9734346896714872,0.7174562,1.0,104
104,0.9369434373991569,0.67466164,1.0,105
105,0.9528926089215461,0.73676354,1.0,106
106,0.9546612222938586,0.72521895,1.0,107
107,0.9484464632123327,0.70511544,1.0,108
108,0.9794968239334233,0.71755576,1.0,109
109,0.9412914546554351,0.7247214,1.0,110
110,0.9576180839477597,0.71675956,1.0,111
111,0.9787805203129264,0.7125796,1.0,112
112,0.9599377259116648,0.71188295,1.0,113
113,0.9564261233715146,0.71795386,1.0,114
114,0.9755495897186991,0.7209395,1.0,115
115,1.0063968494420161,0.7232285,1.0,116
116,1.005013166105046,0.72074044,1.0,117
117,0.9580197875457042,0.7106887,1.0,118
118,0.9574730781185657,0.7105892,1.0,119
119,0.9994223683386507,0.70511544,1.0,120
120,0.963208002393203,0.71447057,1.0,121
121,0.9690556280753192,0.6882962,1.0,122
122,0.9677579522590198,0.7168591,1.0,123
123,0.9725447073769387,0.703125,1.0,124
124,0.9809336943547134,0.70820063,1.0,125
125,0.9841068841307364,0.71287817,1.0,126
126,1.0303055642892027,0.70421976,1.0,127
127,1.0145409836259949,0.69576037,1.0,128
128,0.9923362151893509,0.7269108,1.0,129
129,1.0215825699174497,0.7110868,1.0,130
130,1.0107038332449505,0.69625795,1.0,131
131,1.0484825785812515,0.67774683,1.0,132
132,1.0271783775990577,0.7125796,1.0,133
133,0.9925183081413473,0.70650876,1.0,134
134,1.0808004227745565,0.69725317,1.0,135
135,1.0584194529849245,0.7039212,1.0,136
136,1.0430077993503921,0.68322057,1.0,137
137,1.0060350005431553,0.6971537,1.0,138
138,0.999916398921586,0.71636146,1.0,139
139,1.0817993856452006,0.636246,1.0,140
140,1.155958537479191,0.6911823,1.0,141
141,1.036964701112274,0.70362264,1.0,142
142,1.0901374594329873,0.6743631,1.0,143
143,1.071657830796888,0.7064093,1.0,144
144,1.0595676281568034,0.68590766,1.0,145
145,1.0421076289680609,0.6977508,1.0,146
146,1.0168518188511928,0.66699845,1.0,147
147,1.0533926223245118,0.70630974,1.0,148
148,1.067001121352091,0.70551354,1.0,149
149,1.1826676644022813,0.68511146,1.0,150
150,1.0794348451868652,0.6922771,1.0,151
151,1.0502196208900199,0.67655253,1.0,152
152,1.1017895410280398,0.7021298,1.0,153
153,1.1036857519003436,0.6878981,1.0,154
154,1.1421321164006772,0.6772492,1.0,155
155,1.2002772225443359,0.6622214,1.0,156
156,1.1658603518515291,0.6790406,1.0,157
157,1.1124783099612312,0.66759557,1.0,158
158,1.0932982684401296,0.6979498,1.0,159
159,1.1078421986468918,0.6704817,1.0,160
160,1.1037771802424166,0.68640524,1.0,161
161,1.2987868766802961,0.67107886,1.0,162
162,1.1280851549352222,0.6599323,1.0,163
163,1.1203526518381466,0.6772492,1.0,164
164,1.1699156491347895,0.67466164,1.0,165
165,1.135291120051728,0.6223129,1.0,166
166,1.2263509425360832,0.6410231,1.0,167
167,1.1179755959669342,0.6844148,1.0,168
168,1.1087587616022896,0.6990446,1.0,169
169,1.1263400015928555,0.63236463,1.0,170
170,1.1722548524741931,0.67754775,1.0,171
171,1.1731833816336854,0.6615247,1.0,172
172,1.1381103522942195,0.5590167,1.0,173
173,1.1609329052288513,0.6013137,1.0,174
174,1.4351375308030707,0.13047373,1.0,175
175,2.357755063439879,0.10101513,1.0,176
176,2.3093689420948857,0.09982086,1.0,177
177,2.302885299143584,0.10051752,1.0,178
178,2.3515333248221357,0.09932325,1.0,179
179,3.167494617764602,0.100417994,1.0,180
180,2.3037197275844683,0.10021895,1.0,181
181,2.303014597014698,0.09952229,1.0,182
182,2.3041166259199763,0.100417994,1.0,183
183,2.302872302891958,0.09952229,1.0,184
184,2.303048959778398,0.09962182,1.0,185
185,2.3028811685874335,0.100417994,1.0,186
186,2.303147820865407,0.099920385,1.0,187
187,2.3031007402083454,0.09952229,1.0,188
188,2.3030269731341115,0.09982086,1.0,189
189,2.303094869379497,0.09962182,1.0,190
190,2.3029562725740322,0.100417994,1.0,191
191,2.303186063571354,0.09982086,1.0,192
192,2.3030860131353976,0.10011943,1.0,193
193,2.303004948684322,0.10031848,1.0,194
194,2.3029178512065918,0.10011943,1.0,195
195,2.3032571034663167,0.09952229,1.0,196
196,2.3030895116688956,0.09952229,1.0,197
197,2.3031322931694556,0.099422775,1.0,198
198,2.3029121215386157,0.100617036,1.0,199
199,2.303114002927795,0.09982086,1.0,200
