,loss,test_accuracy,density,epoch
0,0.5563896673414713,0.7915008,0.030972284154927365,1
1,0.5487935367752524,0.7893113,0.030929576757126796,2
2,0.561605314235858,0.79309314,0.030898174258744027,3
3,0.5549894256131424,0.7852309,0.03084855831129925,4
4,0.5560342926351006,0.78911227,0.030815899712981164,5
5,0.5543142043416153,0.79448646,0.030781356964760115,6
6,0.5594074174647441,0.79448646,0.03073550931712127,7
7,0.5560128737974654,0.7901075,0.03067898482003228,8
8,0.5607273351505894,0.79468554,0.030656375021196686,9
9,0.5568138412426195,0.79179937,0.030611155423525497,10
10,0.5553530660241156,0.79737264,0.03056970412566024,11
11,0.5584203667957764,0.7911027,0.0305307650276656,12
12,0.5554418664835298,0.79120225,0.030504386929024074,13
13,0.5518391505074318,0.7958798,0.03046356368112647,14
14,0.5527921123692142,0.79040605,0.030431533132776044,15
15,0.5542636591645763,0.792297,0.030403898934199206,16
16,0.5556988753854771,0.7907046,0.030370612285913468,17
17,0.5557795199744232,0.79777074,0.030347374437110216,18
18,0.5529042347846433,0.79617834,0.03032099633846869,19
19,0.5579593943436737,0.79408836,0.030296502389730126,20
20,0.5611694277361836,0.7927946,0.030270752341056254,21
21,0.5568301595957078,0.794586,0.030245630342350036,22
22,0.5561718658336898,0.7941879,0.030204807094452436,23
23,0.5564555492242584,0.792496,0.030177172895875595,24
24,0.5561206734470089,0.79040605,0.03014263014765455,25
25,0.5541860333755803,0.78911227,0.030109971549336464,26
26,0.5519219201315394,0.7878185,0.030089873950371493,27
27,0.5601936391247507,0.7843352,0.030060355601891686,28
28,0.5573463007007413,0.7923965,0.030033349453282503,29
29,0.5548630394327366,0.7933917,0.029979965206031793,30
30,0.5544778893289664,0.79259557,0.029958611507131507,31
31,0.5582997832075715,0.79100317,0.029929093158651703,32
32,0.5576209314262776,0.7892118,0.029900202860139554,33
33,0.5534856896037641,0.7927946,0.029857495462338984,34
34,0.5574606597004339,0.7884156,0.02981667221444138,35
35,0.5546418865547156,0.7932922,0.029772708716705502,36
36,0.5503869785372254,0.79259557,0.02973565376861383,37
37,0.556894001467606,0.7953822,0.029721208619357755,38
38,0.5524782086805919,0.79796976,0.029693574420780917,39
39,0.5573794312984742,0.7936903,0.029655263372753937,40
40,0.5476524433135377,0.7927946,0.029623860874371164,41
41,0.5540412083801711,0.79528266,0.029595598625826672,42
42,0.555785571827608,0.7913018,0.0295641961274439,43
43,0.5510386881963981,0.7939889,0.02954598267838189,44
44,0.5589839252059722,0.79219747,0.02950955578025788,45
45,0.547283586067007,0.7937898,0.029490714281228216,46
46,0.5574334088874899,0.794785,0.02945679958297482,47
47,0.5542453372722391,0.78911227,0.029435445884074537,48
48,0.5546134459545545,0.7932922,0.029410951935335976,49
49,0.5513723393154266,0.79040605,0.029385201886662105,50
50,0.5520184176885868,0.7911027,0.029347518888602778,51
51,0.5542843987798447,0.79160035,0.029324281039799525,52
52,0.5589268749860852,0.7918989,0.029306695640705174,53
53,0.5481521375191486,0.7941879,0.029269640692613504,54
54,0.5492105910082912,0.7916998,0.029245146743874944,55
55,0.5539542058735247,0.7993631,0.029227561344780592,56
56,0.5597029551673118,0.7939889,0.029206835695847963,57
57,0.5554817732223465,0.7932922,0.029182969797077057,58
58,0.5554024181745546,0.7939889,0.029140262399276487,59
59,0.5546009454047284,0.78751993,0.029115768450537923,60
60,0.5551006198501038,0.7905056,0.029091274501799363,61
61,0.5521361876631636,0.78632563,0.029066152503093145,62
62,0.5523050999092629,0.7905056,0.029038518304516307,63
63,0.5513720663307268,0.79219747,0.029015280455713055,64
64,0.5604956844045074,0.79000795,0.029004603606262915,65
65,0.5565967117733968,0.790207,0.028979481607556697,66
66,0.5564327929026026,0.7962779,0.028959384008591722,67
67,0.5587922104484285,0.78951037,0.028948707159141582,68
68,0.5571318345377817,0.792496,0.028926097360305984,69
69,0.5538980001988618,0.79448646,0.028892182662052592,70
70,0.5617831191595863,0.7916998,0.02887459726295824,71
71,0.5607210913734972,0.7870223,0.028857639913831546,72
72,0.5512191195927008,0.7909037,0.028836914264898917,73
73,0.5572290900723099,0.79179937,0.028818700815836908,74
74,0.5501952134930265,0.78891325,0.028799859316807244,75
75,0.5505885168567033,0.79219747,0.028775993418036338,76
76,0.5452247001516545,0.794785,0.028736426270074045,77
77,0.5570039949987245,0.7901075,0.02871130427136783,78
78,0.5544902882765016,0.7927946,0.028701255471885342,79
79,0.5565642002979507,0.7918989,0.028677389573114435,80
80,0.5517498817856964,0.79408836,0.028642218774925732,81
81,0.5491704017000125,0.79179937,0.028627773625669657,82
82,0.5599131619991244,0.7937898,0.028619608976090137,83
83,0.5542276124172199,0.7932922,0.028590718677577988,84
84,0.5551251500578183,0.7913018,0.028567480828774736,85
85,0.5518634443926385,0.7868233,0.02855052347964804,86
86,0.5586221745937986,0.78503186,0.028521633181135892,87
87,0.5546208689813419,0.7916998,0.028504675832009194,88
88,0.5548673250791057,0.796676,0.028488346532850154,89
89,0.5524510477128846,0.7886147,0.028452547684693793,90
90,0.5543291429843744,0.7923965,0.0284186329864404,91
91,0.55558133403511,0.7927946,0.028408584186957915,92
92,0.5554868137211446,0.79040605,0.02838409023821935,93
93,0.5529118498496692,0.79199845,0.028362108489351414,94
94,0.553643297470744,0.79568076,0.028328821841065676,95
95,0.5488020479298004,0.79428744,0.0283087242421007,96
96,0.5526981976483484,0.7958798,0.02824843144520578,97
97,0.5498641820819786,0.7907046,0.02823775459575564,98
98,0.5576637412428551,0.7923965,0.028222681396531907,99
99,0.5558741151562432,0.7896099,0.0282101203971788,100
